HORA,ESTRATEGIA,ACTIVO,RUTA,SPREAD_RAW,PNL_EST,ETAPA,ESTADO,DETALLE
09:14:18.263,TEST_STRAT,BTC,Bin->Bybit,5,0000%,0,0000,RADAR,CANDIDATO,Prueba 1
09:14:18.309,STRESS_STRAT,COIN230,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #230
09:14:18.309,STRESS_STRAT,COIN231,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #231
09:14:18.310,STRESS_STRAT,COIN232,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #232
09:14:18.310,STRESS_STRAT,COIN233,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #233
09:14:18.310,STRESS_STRAT,COIN234,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #234
09:14:18.310,STRESS_STRAT,COIN235,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #235
09:14:18.310,STRESS_STRAT,COIN236,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #236
09:14:18.310,STRESS_STRAT,COIN237,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #237
09:14:18.310,STRESS_STRAT,COIN238,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #238
09:14:18.310,STRESS_STRAT,COIN240,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #240
09:14:18.310,STRESS_STRAT,COIN242,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #242
09:14:18.310,STRESS_STRAT,COIN241,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #241
09:14:18.310,STRESS_STRAT,COIN244,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #244
09:14:18.310,STRESS_STRAT,COIN245,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #245
09:14:18.311,STRESS_STRAT,COIN246,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #246
09:14:18.311,STRESS_STRAT,COIN247,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #247
09:14:18.310,STRESS_STRAT,COIN239,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #239
09:14:18.311,STRESS_STRAT,COIN248,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #248
09:14:18.311,STRESS_STRAT,COIN249,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #249
09:14:18.311,STRESS_STRAT,COIN250,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #250
09:14:18.311,STRESS_STRAT,COIN252,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #252
09:14:18.311,STRESS_STRAT,COIN251,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #251
09:14:18.311,STRESS_STRAT,COIN253,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #253
09:14:18.311,STRESS_STRAT,COIN254,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #254
09:14:18.312,STRESS_STRAT,COIN255,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #255
09:14:18.312,STRESS_STRAT,COIN256,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #256
09:14:18.312,STRESS_STRAT,COIN257,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #257
09:14:18.312,STRESS_STRAT,COIN258,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #258
09:14:18.298,STRESS_STRAT,COIN95,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #95
09:14:18.298,STRESS_STRAT,COIN96,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #96
09:14:18.312,STRESS_STRAT,COIN259,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #259
09:14:18.299,STRESS_STRAT,COIN97,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #97
09:14:18.312,STRESS_STRAT,COIN262,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #262
09:14:18.299,STRESS_STRAT,COIN98,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #98
09:14:18.299,STRESS_STRAT,COIN99,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #99
09:14:18.299,STRESS_STRAT,COIN100,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #100
09:14:18.310,STRESS_STRAT,COIN243,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #243
09:14:18.299,STRESS_STRAT,COIN102,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #102
09:14:18.299,STRESS_STRAT,COIN101,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #101
09:14:18.299,STRESS_STRAT,COIN103,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #103
09:14:18.312,STRESS_STRAT,COIN264,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #264
09:14:18.308,STRESS_STRAT,COIN215,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #215
09:14:18.299,STRESS_STRAT,COIN104,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #104
09:14:18.298,STRESS_STRAT,COIN93,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #93
09:14:18.313,STRESS_STRAT,COIN265,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #265
09:14:18.299,STRESS_STRAT,COIN105,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #105
09:14:18.312,STRESS_STRAT,COIN263,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #263
09:14:18.313,STRESS_STRAT,COIN266,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #266
09:14:18.313,STRESS_STRAT,COIN267,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #267
09:14:18.313,STRESS_STRAT,COIN268,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #268
09:14:18.313,STRESS_STRAT,COIN270,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #270
09:14:18.313,STRESS_STRAT,COIN271,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #271
09:14:18.313,STRESS_STRAT,COIN272,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #272
09:14:18.313,STRESS_STRAT,COIN269,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #269
09:14:18.313,STRESS_STRAT,COIN273,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #273
09:14:18.314,STRESS_STRAT,COIN274,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #274
09:14:18.314,STRESS_STRAT,COIN275,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #275
09:14:18.314,STRESS_STRAT,COIN276,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #276
09:14:18.314,STRESS_STRAT,COIN277,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #277
09:14:18.314,STRESS_STRAT,COIN278,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #278
09:14:18.314,STRESS_STRAT,COIN279,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #279
09:14:18.314,STRESS_STRAT,COIN280,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #280
09:14:18.314,STRESS_STRAT,COIN281,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #281
09:14:18.314,STRESS_STRAT,COIN282,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #282
09:14:18.314,STRESS_STRAT,COIN283,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #283
09:14:18.314,STRESS_STRAT,COIN284,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #284
09:14:18.314,STRESS_STRAT,COIN285,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #285
09:14:18.314,STRESS_STRAT,COIN286,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #286
09:14:18.314,STRESS_STRAT,COIN287,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #287
09:14:18.314,STRESS_STRAT,COIN288,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #288
09:14:18.315,STRESS_STRAT,COIN289,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #289
09:14:18.315,STRESS_STRAT,COIN291,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #291
09:14:18.315,STRESS_STRAT,COIN292,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #292
09:14:18.315,STRESS_STRAT,COIN290,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #290
09:14:18.315,STRESS_STRAT,COIN293,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #293
09:14:18.315,STRESS_STRAT,COIN294,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #294
09:14:18.315,STRESS_STRAT,COIN296,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #296
09:14:18.315,STRESS_STRAT,COIN295,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #295
09:14:18.315,STRESS_STRAT,COIN297,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #297
09:14:18.315,STRESS_STRAT,COIN298,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #298
09:14:18.315,STRESS_STRAT,COIN299,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #299
09:14:18.315,STRESS_STRAT,COIN300,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #300
09:14:18.315,STRESS_STRAT,COIN301,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #301
09:14:18.299,STRESS_STRAT,COIN106,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #106
09:14:18.316,STRESS_STRAT,COIN303,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #303
09:14:18.299,STRESS_STRAT,COIN107,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #107
09:14:18.312,STRESS_STRAT,COIN261,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #261
09:14:18.299,STRESS_STRAT,COIN108,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #108
09:14:18.316,STRESS_STRAT,COIN305,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #305
09:14:18.299,STRESS_STRAT,COIN109,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #109
09:14:18.299,STRESS_STRAT,COIN111,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #111
09:14:18.316,STRESS_STRAT,COIN306,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #306
09:14:18.299,STRESS_STRAT,COIN110,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #110
09:14:18.316,STRESS_STRAT,COIN307,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #307
09:14:18.299,STRESS_STRAT,COIN112,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #112
09:14:18.316,STRESS_STRAT,COIN308,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #308
09:14:18.300,STRESS_STRAT,COIN116,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #116
09:14:18.300,STRESS_STRAT,COIN125,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #125
09:14:18.316,STRESS_STRAT,COIN309,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #309
09:14:18.304,STRESS_STRAT,COIN167,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #167
09:14:18.316,STRESS_STRAT,COIN310,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #310
09:14:18.305,STRESS_STRAT,COIN174,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #174
09:14:18.316,STRESS_STRAT,COIN302,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #302
09:14:18.316,STRESS_STRAT,COIN311,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #311
09:14:18.305,STRESS_STRAT,COIN177,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #177
09:14:18.316,STRESS_STRAT,COIN304,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #304
09:14:18.306,STRESS_STRAT,COIN185,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #185
09:14:18.316,STRESS_STRAT,COIN312,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #312
09:14:18.306,STRESS_STRAT,COIN188,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #188
09:14:18.316,STRESS_STRAT,COIN313,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #313
09:14:18.306,STRESS_STRAT,COIN191,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #191
09:14:18.306,STRESS_STRAT,COIN195,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #195
09:14:18.317,STRESS_STRAT,COIN314,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #314
09:14:18.317,STRESS_STRAT,COIN316,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #316
09:14:18.317,STRESS_STRAT,COIN317,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #317
09:14:18.317,STRESS_STRAT,COIN318,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #318
09:14:18.317,STRESS_STRAT,COIN319,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #319
09:14:18.317,STRESS_STRAT,COIN320,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #320
09:14:18.317,STRESS_STRAT,COIN322,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #322
09:14:18.317,STRESS_STRAT,COIN323,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #323
09:14:18.317,STRESS_STRAT,COIN324,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #324
09:14:18.317,STRESS_STRAT,COIN325,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #325
09:14:18.317,STRESS_STRAT,COIN326,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #326
09:14:18.317,STRESS_STRAT,COIN327,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #327
09:14:18.317,STRESS_STRAT,COIN328,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #328
09:14:18.317,STRESS_STRAT,COIN329,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #329
09:14:18.318,STRESS_STRAT,COIN330,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #330
09:14:18.318,STRESS_STRAT,COIN331,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #331
09:14:18.317,STRESS_STRAT,COIN321,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #321
09:14:18.318,STRESS_STRAT,COIN332,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #332
09:14:18.318,STRESS_STRAT,COIN333,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #333
09:14:18.318,STRESS_STRAT,COIN334,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #334
09:14:18.318,STRESS_STRAT,COIN335,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #335
09:14:18.318,STRESS_STRAT,COIN337,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #337
09:14:18.318,STRESS_STRAT,COIN338,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #338
09:14:18.318,STRESS_STRAT,COIN336,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #336
09:14:18.318,STRESS_STRAT,COIN339,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #339
09:14:18.318,STRESS_STRAT,COIN340,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #340
09:14:18.318,STRESS_STRAT,COIN341,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #341
09:14:18.318,STRESS_STRAT,COIN342,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #342
09:14:18.318,STRESS_STRAT,COIN343,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #343
09:14:18.318,STRESS_STRAT,COIN344,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #344
09:14:18.318,STRESS_STRAT,COIN345,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #345
09:14:18.319,STRESS_STRAT,COIN346,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #346
09:14:18.319,STRESS_STRAT,COIN347,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #347
09:14:18.319,STRESS_STRAT,COIN348,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #348
09:14:18.322,STRESS_STRAT,COIN381,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #381
09:14:18.319,STRESS_STRAT,COIN349,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #349
09:14:18.317,STRESS_STRAT,COIN315,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #315
09:14:18.312,STRESS_STRAT,COIN260,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #260
09:14:18.322,STRESS_STRAT,COIN382,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #382
09:14:18.322,STRESS_STRAT,COIN383,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #383
09:14:18.319,STRESS_STRAT,COIN352,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #352
09:14:18.322,STRESS_STRAT,COIN384,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #384
09:14:18.319,STRESS_STRAT,COIN351,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #351
09:14:18.322,STRESS_STRAT,COIN385,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #385
09:14:18.319,STRESS_STRAT,COIN353,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #353
09:14:18.319,STRESS_STRAT,COIN355,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #355
09:14:18.319,STRESS_STRAT,COIN354,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #354
09:14:18.322,STRESS_STRAT,COIN386,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #386
09:14:18.319,STRESS_STRAT,COIN356,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #356
09:14:18.322,STRESS_STRAT,COIN389,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #389
09:14:18.322,STRESS_STRAT,COIN388,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #388
09:14:18.319,STRESS_STRAT,COIN357,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #357
09:14:18.319,STRESS_STRAT,COIN358,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #358
09:14:18.322,STRESS_STRAT,COIN390,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #390
09:14:18.320,STRESS_STRAT,COIN359,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #359
09:14:18.322,STRESS_STRAT,COIN391,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #391
09:14:18.320,STRESS_STRAT,COIN360,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #360
09:14:18.322,STRESS_STRAT,COIN392,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #392
09:14:18.320,STRESS_STRAT,COIN361,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #361
09:14:18.320,STRESS_STRAT,COIN362,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #362
09:14:18.323,STRESS_STRAT,COIN394,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #394
09:14:18.320,STRESS_STRAT,COIN363,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #363
09:14:18.320,STRESS_STRAT,COIN364,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #364
09:14:18.323,STRESS_STRAT,COIN395,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #395
09:14:18.320,STRESS_STRAT,COIN365,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #365
09:14:18.319,STRESS_STRAT,COIN350,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #350
09:14:18.323,STRESS_STRAT,COIN397,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #397
09:14:18.320,STRESS_STRAT,COIN366,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #366
09:14:18.323,STRESS_STRAT,COIN398,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #398
09:14:18.320,STRESS_STRAT,COIN367,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #367
09:14:18.323,STRESS_STRAT,COIN399,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #399
09:14:18.320,STRESS_STRAT,COIN368,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #368
09:14:18.323,STRESS_STRAT,COIN400,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #400
09:14:18.323,STRESS_STRAT,COIN401,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #401
09:14:18.323,STRESS_STRAT,COIN402,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #402
09:14:18.320,STRESS_STRAT,COIN369,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #369
09:14:18.321,STRESS_STRAT,COIN370,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #370
09:14:18.321,STRESS_STRAT,COIN371,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #371
09:14:18.323,STRESS_STRAT,COIN403,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #403
09:14:18.323,STRESS_STRAT,COIN404,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #404
09:14:18.321,STRESS_STRAT,COIN372,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #372
09:14:18.323,STRESS_STRAT,COIN406,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #406
09:14:18.323,STRESS_STRAT,COIN405,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #405
09:14:18.321,STRESS_STRAT,COIN373,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #373
09:14:18.321,STRESS_STRAT,COIN375,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #375
09:14:18.324,STRESS_STRAT,COIN407,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #407
09:14:18.321,STRESS_STRAT,COIN374,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #374
09:14:18.324,STRESS_STRAT,COIN408,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #408
09:14:18.324,STRESS_STRAT,COIN411,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #411
09:14:18.321,STRESS_STRAT,COIN376,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #376
09:14:18.323,STRESS_STRAT,COIN396,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #396
09:14:18.321,STRESS_STRAT,COIN377,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #377
